,owner-id,owner-age,owner-gender,municipality,neighbourhood,dog-race,dog-birth-year,dog-gender,dog-colour
1146,85662,61-70,w,11,111,Yorkshire Terrier,2013,w,schwarz/braun
1147,85664,61-70,w,11,115,Afghane,2015,w,beige
1148,85666,71-80,w,11,111,West Highland White Terrier,2005,w,weiss
1149,85672,61-70,w,11,119,Collie,2005,w,braun
1150,85673,61-70,w,6,63,Münsterländer,2004,m,weiss/braun
1151,85678,71-80,w,11,111,Zwergpudel,2009,w,schwarz/weiss
1152,85683,51-60,w,11,115,Hovawart,2008,w,blondfarben
1153,85688,51-60,w,11,111,Jack Russel Terrier,2000,w,tricolor
1154,85696,51-60,w,11,111,Griffon,2013,w,hellbraun
1155,85697,51-60,w,11,115,Jack Russel Terrier,2010,m,schwarz/braun/weiss
1156,85701,61-70,w,11,111,Cairn Terrier,1999,w,brindle
1157,85709,61-70,w,2,23,Foxterrier,2012,w,tricolor
1158,85714,61-70,w,10,101,Australian Shepherd,2008,m,schwarz/weiss
1159,85717,81-90,w,7,72,Podenco,2012,w,hellbraun/weiss
1160,85723,71-80,w,8,82,Mischling klein,2004,w,schwarz
1161,85725,81-90,w,7,74,Dachshund,2009,m,rotbraun
1162,85727,61-70,w,7,73,Dackel,2006,w,braun
1163,85731,61-70,w,7,73,Beauceron Berge de Beauce,2006,m,schwarz/braun
1164,85733,51-60,w,3,34,Weimaraner,2013,w,silber
1165,85735,61-70,w,10,101,Mischling klein,2008,w,beige
1166,85751,71-80,m,2,21,Bearded Collie,2004,m,schwarz/grau/weiss
1167,85755,51-60,m,8,83,Labrador Retriever,2015,w,dunkelbraun
1168,85760,61-70,w,9,91,Mischling gross,2016,m,gestromt
1169,85770,41-50,w,8,82,Terrier,2003,w,schwarz/braun
1170,85777,71-80,w,3,34,Chihuahua,2006,m,schwarz/weiss
1171,85777,71-80,w,3,34,Yorkshire Terrier,2000,w,silbergrau
1172,85779,51-60,w,9,92,Flat Coated Retriever,2014,w,schwarz
1173,85779,51-60,w,9,92,Flat Coated Retriever,2006,w,schwarz
1174,85800,71-80,w,11,115,Berner Sennenhund,2013,w,tricolor
1175,85812,61-70,m,10,101,Zwergpudel,2001,m,schwarz
1176,85821,51-60,w,9,92,Berner Sennenhund,2013,w,tricolor
1177,85821,51-60,w,9,92,Toypudel,2015,w,schwarz
1178,85834,51-60,w,9,92,West Highland White Terrier,2016,w,weiss
1179,85848,61-70,w,5,51,Chihuahua,2010,w,weiss/braun
1180,85869,41-50,w,6,61,Dalmatiner,2005,m,schwarz/weiss
1181,85874,81-90,w,7,71,Labrador Retriever,2011,w,gelb
1182,85889,71-80,m,10,102,Mischling klein,2006,w,weiss
1183,85890,51-60,w,9,92,Pekingese,2016,m,braun/schwarz
1184,85893,71-80,m,3,31,Border Terrier,2012,w,red grizzle
1185,85900,31-40,m,2,21,Windhund,2008,w,tricolor
1186,85909,51-60,w,3,33,Dackel,2006,m,tricolor
1187,85909,51-60,w,3,33,Terrier,2011,w,hellbraun/weiss
1188,85923,51-60,w,6,63,Jack Russel Terrier,2001,m,tricolor
1189,85925,51-60,m,4,42,Holländischer Schäfer,2006,w,schwarz/braun
1190,85927,51-60,w,3,33,Hovawart,2015,w,blondfarben
1191,85933,71-80,w,10,101,Cairn Terrier,2013,w,weizen
1192,85938,51-60,w,11,111,Mops,2011,m,beige
1193,85969,61-70,m,9,92,Malteser,2007,m,beige/creme
1194,85970,41-50,m,8,81,Mischling klein,1999,m,schwarz/grau
1195,85977,71-80,w,9,91,Zwergpinscher,2010,w,schwarz/rot
1196,85993,41-50,m,4,42,Jack Russel Terrier,2014,m,braun/weiss
1197,86018,51-60,w,9,92,Labrador Retriever,2003,w,schwarz
1198,86022,51-60,w,2,21,Mischling klein,2011,m,braun
1199,86023,51-60,m,7,71,Schäfer,2011,m,tricolor
1200,86026,41-50,m,7,71,Tervueren,2007,m,rot
1201,86028,71-80,m,4,44,Shih Tzu,2011,m,schwarz/weiss
1202,86046,71-80,w,7,72,King Charles Spaniel,2004,w,dreifarbig
1203,86052,51-60,m,11,119,Hovawart,2010,m,braun
1204,86055,71-80,w,4,42,West Highland White Terrier,2000,w,gestromt
1205,86060,71-80,m,3,33,Mischling klein,2001,w,schwarz/braun
1206,86062,51-60,w,3,33,Jack Russel Terrier,2013,w,tricolor
1207,86063,61-70,w,5,51,Schäfer,2002,w,schwarz/braun
1208,86066,51-60,w,11,115,West Highland White Terrier,2015,w,weiss
1209,86072,61-70,w,11,111,West Highland White Terrier,2012,w,weiss
1210,86081,61-70,m,8,82,Schäfer,2010,m,braun/schwarz
1211,86086,61-70,w,7,71,Gordon Setter,2014,w,black/tan
1212,86086,61-70,w,7,71,Gordon Setter,2011,w,black/tan
1213,86088,41-50,w,4,44,Bergamasker,2001,m,grau/schwarz
1214,86095,31-40,m,7,72,Cane Corso,2014,m,gestromt
1215,86105,81-90,w,3,31,Malteser,2005,m,weiss
1216,86106,51-60,w,11,111,Schnauzer,2009,m,weiss/schwarz
1217,86109,51-60,w,11,115,Havaneser,2013,w,zobel/rot
1218,86110,51-60,m,7,73,Cairn Terrier,2002,m,braun
1219,86110,51-60,m,7,73,Golden Retriever,2009,m,golden
1220,86118,71-80,w,9,92,Pekingese,1999,m,braun
1221,86119,41-50,w,3,33,Jack Russel Terrier,2015,w,tricolor
1222,86121,51-60,w,4,44,Malteser,2002,m,weiss
1223,86124,71-80,m,4,41,Dackel,2001,m,rot
1224,86127,71-80,m,2,24,Norwich Terrier,2005,m,rot
1225,86127,71-80,m,2,24,Norwich Terrier,2005,m,rot
1226,86133,51-60,w,10,101,Bergamasker,2001,m,blue merle/weiss
1227,86134,71-80,m,12,121,Tibet Terrier,2016,m,hellbraun
1228,86137,41-50,m,9,92,Jack Russel Terrier,2011,w,weiss/schwarz
1229,86140,61-70,w,2,23,Cairn Terrier,2001,w,beige
1230,86167,41-50,w,10,101,Cocker Spaniel,2001,w,schwarz
1231,86178,51-60,m,2,23,Mischling klein,2015,w,beige/schwarz
1232,86181,51-60,w,10,101,Labrador Retriever,2001,w,gelb
1233,86192,71-80,w,10,101,Russischer Terrier,2010,w,sable
1234,86195,41-50,w,3,33,Berger des Pyrenées,2015,w,weiss/braun
1235,86198,51-60,m,9,91,Mischling klein,2006,w,schwarz/braun
1236,86198,51-60,m,9,91,Mischling klein,2008,w,braun/schwarz
1237,86200,51-60,w,6,63,Französische Bulldogge,2008,m,weiss/schwarz
1238,86201,41-50,w,3,31,Parson Jack Russell Terrier,2001,w,weiss/braun
1239,86206,71-80,w,12,122,Bernhardiner,2011,m,braun/weiss
1240,86207,41-50,w,3,33,Yorkshire Terrier,2001,m,blue/tan
1241,86226,71-80,w,9,92,Zwergpudel,2013,m,apricot
1242,86226,71-80,w,9,92,Pudel,2007,m,black/tan
1243,86238,51-60,w,3,33,Toypudel,2001,m,schwarz/braun
1244,86262,51-60,w,7,71,Labrador Retriever,2011,w,grau
1245,86262,51-60,w,7,71,Cairn Terrier,2007,w,rot
1246,86263,51-60,w,9,92,Mischling klein,2001,m,tricolor
1247,86268,51-60,w,7,73,Mischling gross,2016,m,hellbraun
1248,86271,51-60,w,10,101,Golden Retriever,2008,w,golden
1249,86281,71-80,w,4,42,Pekingese,1999,m,braun/weiss
1250,86282,51-60,w,2,24,Podenco,2008,w,beige
1251,86282,51-60,w,2,24,Podenco,2007,m,beige
1252,86285,61-70,m,7,72,Goldendoodle,2013,m,weiss/beige
1253,86289,51-60,w,11,119,Pekingese,2001,m,braun/weiss
1254,86294,51-60,m,5,51,Magyar Viszla,2015,w,braun
1255,86298,61-70,w,12,122,Schweizer Sennenhund,2003,w,braun/schwarz
1256,86309,61-70,m,9,91,Vizsla,2001,w,gelb
1257,86316,71-80,m,10,101,Flat Coated Retriever,2014,m,schwarz
1258,86320,41-50,m,5,52,Chihuahua,2014,m,weiss/schwarz
1259,86328,41-50,w,11,119,Podenco,2004,w,weiss/beige
1260,86329,51-60,w,9,92,Beagle,2011,w,weiss/braun
1261,86359,61-70,w,7,72,Mischling klein,2015,m,beige/braun/schwarz
1262,86367,51-60,m,11,115,Mittelpudel,2010,w,apricot
1263,86369,31-40,w,7,73,Mops,2005,w,schwarz
1264,86369,31-40,w,7,73,Labrador Retriever,2012,w,schwarz/braun
1265,86370,51-60,w,3,31,Mischling klein,2010,w,rot
1266,86374,61-70,w,10,102,Norwich Terrier,2001,w,rot
1267,86375,71-80,w,6,63,Mops,2010,w,beige/schwarz
1268,86380,41-50,m,7,71,Sibirischer Husky,2007,m,beige/weiss
1269,86388,51-60,m,2,23,Golden Retriever,2004,m,blondfarben
1270,86391,41-50,w,3,33,Mischling klein,2004,w,weiss
1271,86391,41-50,w,3,33,Mischling klein,2001,w,schwarz/weiss
1272,86399,61-70,w,11,115,English Cocker Spaniel,2012,m,braun schimmel
1273,86403,51-60,w,7,71,Labrador Retriever,2015,m,golden
1274,86409,51-60,w,11,119,Pekingese,2007,w,braun
1275,86429,51-60,w,12,123,Schäfer,2014,m,schwarz/braun
1276,86433,51-60,m,10,102,Pointer,2012,w,schwarz/weiss
1277,86441,71-80,w,6,61,American Cocker Spaniel,2009,m,schwarz/weiss
1278,86447,61-70,w,10,101,Irish Terrier,2001,w,rot
1279,86447,61-70,w,10,101,Irish Terrier,2014,w,rot
1280,86468,61-70,w,7,72,Tibet Terrier,2016,m,zobel
1281,86482,41-50,w,3,33,Sibirischer Husky,2012,w,grau
1282,86494,31-40,m,10,101,Coton de Tulear,2000,m,weiss/creme
1283,86499,51-60,w,4,42,Mischling klein,2012,m,schwarz/weiss
1284,86500,61-70,w,7,74,Cavalier King Charles Spaniel,2011,m,braun
1285,86500,61-70,w,7,74,Cavalier King Charles Spaniel,2016,m,rotbraun
1286,86506,61-70,w,6,61,Yorkshire Terrier,2001,w,blue/tan
1287,86523,41-50,w,1,11,Lagotto Romagnolo,2010,w,braun
1288,86529,41-50,m,8,81,Continental Bulldog,2009,m,gestromt
1289,86529,41-50,m,8,81,Französische Bulldogge,2007,m,schwarz/braun gestromt
1290,86535,51-60,w,8,82,Mops,2013,w,schwarz
1291,86535,51-60,w,8,82,Mops,2013,m,silber
1292,86552,51-60,w,3,31,Lhasa Apso,2000,m,sandfarbig
1293,86554,51-60,w,10,101,Berner Sennenhund,2009,w,tricolor
1294,86556,41-50,w,12,122,Golden Retriever,2002,m,golden
1295,86570,71-80,w,7,74,Labrador Retriever,2010,w,choco
1296,86586,71-80,w,8,82,Mischling klein,1999,w,schwarz
1297,86593,51-60,w,7,74,Grosspudel,2008,w,schwarz
1298,86594,51-60,w,7,72,Pudel,2001,m,schwarz
1299,86602,51-60,m,2,21,Appenzeller,2002,m,schwarz/braun/weiss
1300,86603,51-60,w,8,83,Mischling klein,2002,w,schwarz/weiss
1301,86605,71-80,w,6,61,Papillon,2003,w,tricolor
1302,86609,81-90,w,2,21,Zwergpudel,2014,m,apricot
1303,86610,51-60,w,2,21,Russischer Terrier,2015,m,schwarz
1304,86624,51-60,w,2,21,Mischling klein,2013,w,schwarz
1305,86636,61-70,m,8,83,Mischling klein,2002,w,schwarz
1306,86636,61-70,m,8,83,Mischling klein,2003,m,braun/schwarz
1307,86643,51-60,m,5,51,Cocker Spaniel,2002,m,braun
1308,86660,61-70,w,2,21,Mischling klein,2014,m,schwarz/braun
1309,86660,61-70,w,2,21,Jack Russel Terrier,2002,w,braun/weiss
1310,86671,61-70,w,11,119,Tibet Terrier,2002,w,fauve
1311,86675,71-80,m,12,122,Yorkshire Terrier,2013,w,schwarz
1312,86684,71-80,w,3,34,Norwich Terrier,2002,w,rot
1313,86691,61-70,w,2,21,Riesenschnauzer,2008,w,schwarz
1314,86692,51-60,m,7,74,Labrador Retriever,2014,w,braun
1315,86693,61-70,m,4,42,Pudel,2002,m,schwarz/braun
1316,86700,51-60,w,11,115,Dackel,2002,w,braun
1317,86712,41-50,w,9,92,Mischling gross,2016,m,braun
1318,86715,41-50,m,3,31,Chihuahua,2002,m,braun
1319,86722,71-80,w,9,91,Toypudel,2002,m,silbergrau
1320,86723,41-50,w,6,61,Labrador Retriever,2009,w,blondfarben
1321,86727,51-60,w,12,122,Bolonka Zwetna,2011,w,weiss
1322,86728,31-40,w,2,21,Mittelpudel,2015,w,apricot
1323,86730,51-60,w,9,92,Border Terrier,2011,m,grizzle
1324,86733,81-90,m,11,111,Pudel,2001,w,weiss/beige
1325,86743,71-80,m,2,21,Schäfer,2007,m,schwarz/beige
1326,86750,51-60,w,11,115,Labrador Retriever,2008,m,braun
1327,86752,41-50,w,10,101,English Setter,2012,m,weiss/orange
1328,86754,71-80,m,3,33,Chihuahua,2013,m,weiss/braun
1329,86756,41-50,w,2,21,Jack Russel Terrier,2002,m,weiss/schwarz/braun
1330,86757,61-70,w,7,71,Labrador Retriever,2015,w,schwarz
1331,86763,51-60,m,11,119,Jack Russel Terrier,2003,m,weiss/schwarz/braun
1332,86763,51-60,m,11,119,Jack Russel Terrier,2011,m,rot/weiss
1333,86766,51-60,w,4,41,Parson Russell Terrier,2009,w,weiss/rot
1334,86777,51-60,m,10,102,Bergamasker,2002,w,grau/beige
1335,86781,41-50,w,11,119,Gordon Setter,2015,w,schwarz/braun
1336,86785,61-70,w,10,101,Labrador Retriever,2007,w,schwarz
1337,86788,61-70,w,1,13,Mischling klein,2014,w,weiss/beige
1338,86790,61-70,w,4,44,Malteser,2012,m,beige
1339,86791,81-90,w,2,23,Pudel,2002,m,schwarz
1340,86795,71-80,w,12,121,Grosspudel,2013,m,silber
1341,86799,61-70,m,8,81,Beagle,2005,m,tricolor
1342,86803,81-90,w,4,44,Yorkshire Terrier,2008,m,black/tan
1343,86805,41-50,m,6,63,Petit Basset Griffon,2005,m,tricolor
1344,86806,51-60,w,9,92,Appenzeller Sennenhund,2002,m,schwarz/braun
1345,86811,61-70,w,12,123,Mischling klein,2012,m,schwarz/weiss
1346,86812,61-70,m,6,61,Jack Russel Terrier,2006,m,braun/weiss/schwarz
1347,86814,51-60,w,3,31,Mischling klein,2016,m,weiss/schwarz
1348,86815,51-60,w,7,72,West Highland White Terrier,2002,w,weiss
1349,86822,41-50,w,2,21,Yorkshire Terrier,2009,w,blue/tan
1350,86822,41-50,w,2,21,Yorkshire Terrier,2012,w,blue/tan
1351,86837,51-60,w,7,72,West Highland White Terrier,2004,w,weiss
1352,86837,51-60,w,7,72,West Highland White Terrier,2007,m,weiss
1353,86839,71-80,w,12,122,Zwergpudel,2013,m,schwarz
1354,86847,51-60,w,3,33,Irish Soft Coated Wheaten Terrier,2016,w,beige
1355,86850,31-40,m,4,44,Terrier,2007,w,beige/weiss
1356,86850,31-40,m,4,44,Terrier,2014,w,beige
1357,86853,61-70,w,5,51,Schweizer Sennenhund,2002,m,schwarz
1358,86855,61-70,w,1,11,Berner Sennenhund,2002,m,braun
1359,86860,41-50,w,11,119,Foxterrier,2011,w,tricolor
1360,86872,71-80,m,5,51,Jack Russel Terrier,2004,m,schwarz/weiss
1361,86873,51-60,w,11,111,Cocker Spaniel,2012,m,schwarz
1362,86874,51-60,w,7,71,Lagotto Romagnolo,2008,m,weiss
1363,86875,61-70,m,9,91,Labrador Retriever,2010,w,gelb
1364,86878,31-40,m,11,119,Labrador Retriever,2002,w,blondfarben
1365,86879,81-90,m,4,44,Chihuahua,2015,w,braun
1366,86892,61-70,w,7,71,Terrier,2002,m,schwarz/braun
1367,86897,71-80,w,12,122,Chihuahua,2007,w,weiss/braun
1368,86901,41-50,w,2,24,Mischling gross,2013,m,hellbraun/weiss
1369,86901,41-50,w,2,24,Border Collie,2004,m,tricolor
1370,86903,31-40,w,6,61,Jack Russel Terrier,2002,w,braun/weiss
1371,86908,61-70,w,9,92,Cairn Terrier,2002,m,braun gestromt
1372,86918,61-70,w,10,101,Mischling klein,2015,w,schwarz
1373,86923,51-60,w,7,74,Entlebucher,2004,w,schwarz/weiss/braun
1374,86925,61-70,w,2,24,Mischling klein,2010,m,braun
1375,86933,61-70,w,9,91,Sibirischer Husky,2001,m,beige/grau/weiss
1376,86938,41-50,w,1,12,Podenco,2013,m,braun/weiss
1377,86938,41-50,w,1,12,Podenco,2011,w,braun/weiss
1378,86939,61-70,w,10,101,Hirtenhund,2004,w,schwarz
1379,86944,71-80,w,9,92,Yorkshire Terrier,2002,m,blue/tan
1380,86949,41-50,m,10,102,West Highland White Terrier,2002,m,weiss
1381,86959,51-60,w,7,71,Labrador Retriever,2007,w,schwarz
1382,86959,51-60,w,7,71,Bolonka Zwetna,2013,w,braun
1383,86961,51-60,m,11,115,Pinscher,2011,m,black/tan
1384,86967,51-60,m,9,92,Dalmatiner,2012,w,weiss/braun
1385,86971,61-70,w,11,115,Beagle,2002,m,rot/weiss
1386,86977,51-60,w,3,31,Welsh Corgi Cardigan,2008,m,tricolor
1387,86980,61-70,w,10,101,Jack Russel Terrier,2003,w,tricolor
1388,86992,71-80,m,3,33,Dachshund,2002,m,schwarz/rot
1389,86998,71-80,w,7,72,Bergamasker,2004,w,tricolor
1390,87003,31-40,w,11,111,Berner Sennenhund,2003,m,schwarz/braun/weiss
1391,87007,61-70,w,9,91,Malteser,2002,m,weiss
1392,87015,51-60,m,10,101,Border Collie,2007,w,schwarz/weiss
1393,87026,71-80,w,7,71,Entlebucher Sennenhund,2016,m,tricolor
1394,87035,51-60,w,6,61,Holländischer Schäfer,2015,w,gestromt
1395,87038,51-60,m,4,42,Bichon frisé,2002,w,weiss
1396,87050,71-80,w,3,33,Labrador Retriever,2011,m,choco
1397,87061,51-60,w,7,73,Cavalier King Charles Spaniel,2002,m,braun/weiss
1398,87063,71-80,w,6,61,Cairn Terrier,2002,m,grau/schwarz
1399,87063,71-80,w,6,61,Mischling klein,2005,w,weiss
1400,87068,41-50,w,4,42,Schäfer,2002,w,schwarz
1401,87070,61-70,w,10,101,Tibet Terrier,2013,w,fauve
1402,87071,41-50,m,11,119,Rhodesian Ridgeback,2011,w,rot
1403,87104,31-40,w,11,119,Pekingese,2001,m,braun
1404,87109,61-70,w,2,24,Grosspudel,2015,w,weiss/creme
1405,87112,51-60,w,10,102,Yorkshire Terrier,2002,w,braun/schwarz
1406,87117,61-70,w,10,101,Jack Russel Terrier,2001,w,schwarz/weiss
1407,87118,51-60,w,9,91,Pudel,2011,w,grau/braun
1408,87123,51-60,w,3,33,Mischling klein,2004,m,schwarz
1409,87141,41-50,m,10,102,Parson Jack Russell Terrier,2002,w,tricolor
1410,87145,71-80,m,2,24,Flat Coated Retriever,2014,w,schwarz
1411,87149,31-40,w,11,119,Continental Bulldog,2009,w,gestromt
1412,87158,31-40,w,2,23,Mischling klein,2009,w,hellbraun
1413,87158,31-40,w,2,23,Labrador Retriever,2004,w,tricolor
1414,87158,31-40,w,2,23,Collie,2000,w,schwarz/braun
1415,87158,31-40,w,2,23,Mischling klein,2015,w,grau/schwarz
1416,87159,51-60,w,8,82,Zwergrauhaardackel,2012,m,saufarben
1417,87159,51-60,w,8,82,Dachshund,2014,w,sandfarbig
1418,87172,51-60,w,10,102,Parson Russell Terrier,2016,w,weiss/schwarz/braun
1419,87174,31-40,m,9,92,Mischling klein,2004,w,braun/weiss
1420,87184,51-60,w,11,111,Rhodesian Ridgeback,2015,m,rot
1421,87185,51-60,w,9,91,Boxer,2014,w,braun
1422,87201,51-60,w,10,102,Jack Russel Terrier,2012,m,tricolor
1423,87210,31-40,m,10,101,Mischling klein,2002,m,schwarz
1424,87212,51-60,w,11,119,Mischling klein,2002,m,weiss/braun
1425,87218,61-70,w,9,91,Boxer,2011,w,braun/schwarz/weiss
1426,87218,61-70,w,9,91,Deutscher Schäfer,2010,w,braun/schwarz
1427,87222,51-60,m,7,71,Mischling klein,2002,m,schwarz/weiss
1428,87241,31-40,w,2,21,Mischling klein,2001,w,braun/schwarz
1429,87249,41-50,w,12,121,Labrador Retriever,2012,m,schwarz
1430,87252,71-80,w,11,119,Border Collie,2002,w,weiss/braun
1431,87257,61-70,m,7,74,Mischling klein,2003,m,schwarz/braun
1432,87259,61-70,w,6,63,West Highland White Terrier,2003,m,weiss
1433,87265,71-80,w,11,119,Jack Russel Terrier,2003,m,tricolor
1434,87281,51-60,w,12,121,West Highland White Terrier,2003,w,weiss
1435,87284,41-50,w,11,111,Border Terrier,2003,m,rot/braun
1436,87285,71-80,w,7,71,Cavalier King Charles Spaniel,2015,w,ruby
1437,87289,51-60,w,7,74,Mittelschnauzer,2001,m,schwarz
1438,87295,41-50,w,12,121,English Cocker Spaniel,2003,w,hellbraun
1439,87297,51-60,w,7,71,Bolonka Zwetna,2014,m,braun/beige
1440,87297,51-60,w,7,71,Russischer Terrier,2009,w,schwarz
1441,87304,41-50,m,11,119,Jack Russel Terrier,2004,w,beige/weiss
1442,87307,31-40,w,6,61,Border Collie,2009,w,schwarz/weiss
1443,87307,31-40,w,6,61,Chihuahua,2016,m,braun/weiss
1444,87309,51-60,w,7,74,Berger des Pyrenées,2010,m,beige
1445,87316,61-70,w,6,63,Zwergschnauzer,2016,m,schwarz/silber
1446,87318,61-70,w,11,119,Jack Russel Terrier,2002,m,weiss/braun
1447,87331,31-40,w,11,115,Rhodesian Ridgeback,2014,m,weizen
1448,87334,61-70,m,9,92,Labrador Retriever,2004,m,schwarz
1449,87346,71-80,w,10,101,Mittelpudel,2011,w,schwarz
1450,87347,31-40,m,5,51,Jack Russel Terrier,2010,m,tricolor
1451,87348,31-40,w,9,92,Mischling klein,2003,m,braun/schwarz
1452,87349,51-60,w,4,41,Berger des Pyrenées,2003,m,grau/schwarz
1453,87353,71-80,m,7,71,Volpino,1999,w,braun/schwarz
1454,87360,61-70,m,12,122,Beagle,2003,w,tricolor
1455,87362,41-50,m,9,91,Irish Terrier,2015,m,beige/braun
1456,87367,41-50,w,2,21,Border Collie,2016,w,tricolor
1457,87369,31-40,m,3,31,Spitz,2003,m,schwarz
1458,87375,61-70,w,7,74,Cairn Terrier,2003,m,grau/braun
1459,87376,61-70,m,3,31,Spitz,2003,m,weiss
1460,87377,61-70,m,7,73,Mischling klein,2003,m,hellbraun
1461,87381,41-50,m,10,102,Bichon Havanais,2012,m,creme
1462,87385,81-90,w,2,23,Pudel,2011,m,schwarz
1463,87385,81-90,w,2,23,Pudel,2004,w,schwarz
1464,87385,81-90,w,2,23,Pudel,2011,m,weiss
1465,87386,41-50,m,8,83,Shih Tzu,2003,w,tricolor
1466,87387,61-70,w,3,31,Pekingese,2010,m,rot/braun
1467,87389,31-40,w,6,63,Prager Rattler,2007,w,black/tan
1468,87389,31-40,w,6,63,Prager Rattler,2008,m,black/tan
1469,87393,61-70,w,10,101,Mittelpudel,2015,m,schwarz/silber
1470,87394,51-60,m,9,92,Bolonka Zwetna,2014,w,schwarz/weiss
1471,87402,81-90,m,11,115,Pekingese,2015,w,beige
1472,87406,71-80,w,10,102,Terrier,2002,m,weiss
1473,87413,61-70,w,7,71,Soft Coated Wheaten Terrier,2003,w,weiss/beige
1474,87424,51-60,w,6,61,Jack Russel Terrier,2003,m,schwarz/weiss
1475,87431,31-40,w,9,91,American Bulldog,2012,m,schwarz/weiss
1476,87433,71-80,m,3,33,Appenzeller,2003,w,tricolor
1477,87437,51-60,m,3,33,Chihuahua,2003,m,braun
1478,87447,61-70,w,11,115,American Staffordshire Terrier,2008,m,gestromt
1479,87447,61-70,w,11,115,Terrier,2002,w,braun
1480,87455,51-60,w,6,61,Galgo Español,2014,m,braun/schwarz
1481,87457,51-60,m,11,119,Zwergpudel,2009,w,weiss
1482,87459,71-80,m,6,61,Jack Russel Terrier,2003,m,weiss/rot
1483,87461,61-70,w,11,111,Zwergpudel,2003,m,schwarz
1484,87463,51-60,m,9,91,Rottweiler,2002,m,schwarz
1485,87466,71-80,w,10,101,Beagle,2013,w,tricolor
1486,87473,71-80,m,9,91,Mischling klein,2010,w,rehbraun
1487,87478,61-70,w,12,122,Griffon,2011,m,black/tan
1488,87480,61-70,w,2,21,Mischling klein,2003,w,schwarz/braun/weiss
1489,87481,61-70,m,7,74,Mischling klein,2003,m,schwarz/braun
1490,87482,51-60,m,3,31,Mischling klein,2003,w,weiss
1491,87489,51-60,w,6,63,Welsh Corgi,2003,w,schwarz/braun/weiss
1492,87494,61-70,w,4,42,Mischling klein,2010,w,schwarz
1493,87499,51-60,w,2,23,Mischling klein,2003,w,schwarz/braun
1494,87502,51-60,w,2,21,Labrador Retriever,2012,w,schwarz
1495,87504,51-60,w,7,72,Labradoodle,2008,w,braun
1496,87504,51-60,w,7,72,Riesenschnauzer,2004,w,schwarz
1497,87504,51-60,w,7,72,Mittelschnauzer,2012,m,schwarz
1498,87512,31-40,w,3,34,Mischling klein,2003,w,schwarz
1499,87512,31-40,w,3,34,Golden Retriever,2005,w,hellbraun
1500,87515,51-60,w,9,92,Pinscher,2003,w,weiss/braun
1501,87518,51-60,w,2,21,Terrier,2003,w,schwarz/weiss
1502,87519,71-80,w,3,31,Tibet Terrier,2003,w,goldbraun
1503,87519,71-80,w,3,31,Lhasa Apso,2013,w,creme
1504,87523,71-80,w,8,81,Berner Sennenhund,2007,w,tricolor
1505,87524,51-60,w,7,72,Holländischer Schäfer,2014,w,gestromt
1506,87526,51-60,w,7,74,Foxterrier,2005,m,tricolor
1507,87527,61-70,w,4,42,Golden Retriever,2006,w,golden
1508,87537,41-50,m,9,92,Dobermann,2003,m,braun/rot
1509,87548,51-60,w,2,21,Französische Bulldogge,2016,m,schwarz
1510,87548,51-60,w,2,21,West Highland White Terrier,2002,w,weiss
1511,87551,41-50,w,1,11,Pointer,2012,w,schwarz
1512,87560,51-60,m,11,119,Leonberger,2014,m,braun/schwarz
1513,87565,41-50,w,3,33,Mischling gross,2012,w,braun/weiss
1514,87574,51-60,w,11,119,Mischling klein,2003,w,schwarz/weiss
1515,87579,51-60,w,9,92,Australian Shepherd,2009,w,rot
1516,87579,51-60,w,9,92,Australian Shepherd,2003,m,blue/merle
1517,87580,71-80,m,7,74,Mischling klein,2003,w,braun/weiss
1518,87582,41-50,m,4,41,Boston Terrier,2016,w,blau/weiss
1519,87585,41-50,w,11,119,Jack Russel Terrier,2010,w,tricolor
1520,87593,71-80,m,9,91,American Cocker Spaniel,2005,w,blondfarben
1521,87602,31-40,w,7,73,Parson Russell Terrier,2008,m,weiss/braun
1522,87604,31-40,w,9,91,Labrador Retriever,2013,m,schwarz
1523,87612,41-50,w,12,122,Chihuahua,2016,m,weiss/schwarz
1524,87612,41-50,w,12,122,Französische Bulldogge,2011,w,creme
1525,87612,41-50,w,12,122,Yorkshire Terrier,2010,w,braun/grau
1526,87617,51-60,w,12,122,West Highland White Terrier,2003,w,weiss
1527,87619,51-60,w,10,102,Schäfer,2004,m,braun/schwarz
1528,87623,71-80,w,12,122,Yorkshire Terrier,2006,m,blue/tan
1529,87624,41-50,m,9,92,Berner Sennenhund,2009,w,tricolor
1530,87626,71-80,m,12,123,Labrador Retriever,2004,m,hellbraun
1531,87631,51-60,w,9,92,Berger blanc Suisse,2012,w,weiss
1532,87636,51-60,w,10,101,Sennenhund,2006,m,tricolor
1533,87639,41-50,w,9,92,Italienisches Windspiel,2012,w,rot/braun
1534,87643,61-70,m,10,101,Yorkshire Terrier,2003,w,black/tan
1535,87648,61-70,w,10,101,Australian Shepherd,2003,m,schwarz/grau/weiss
1536,87649,61-70,m,3,33,Labrador Retriever,2016,w,schwarz
1537,87650,41-50,w,2,21,Labrador Retriever,2003,m,schwarz
1538,87653,41-50,w,9,92,Mischling klein,1999,m,schwarz/braun/grau
1539,87657,31-40,m,5,52,West Highland White Terrier,2003,m,weiss
1540,87660,31-40,w,2,24,Sennenhund,2003,w,braun/schwarz
1541,87668,41-50,w,3,31,Griffon,2009,w,braun/schwarz/weiss
1542,87668,41-50,w,3,31,Segugio,2013,m,gestromt
