,owner-id,owner-age,owner-gender,municipality,neighbourhood,dog-race,dog-birth-year,dog-gender,dog-colour
3388,103662,71-80,w,7,72,Segugio,2013,w,schwarz/braun
3389,103667,81-90,m,9,91,Pudel,2011,w,beige/schwarz
3390,103689,41-50,w,12,121,West Highland White Terrier,2010,m,weiss
3391,103690,41-50,w,9,91,Landseer,2010,m,weiss/schwarz
3392,103724,61-70,w,7,72,Rauhaar Dackel,2010,m,saufarben
3393,103725,71-80,w,3,31,Mischling klein,2002,m,weiss
3394,103807,41-50,w,11,111,Labrador Retriever,2010,m,schwarz
3395,103809,61-70,w,9,91,Mischling klein,2010,m,schwarz/braun
3396,103811,41-50,w,8,82,Mischling gross,2013,w,rot/weiss
3397,103811,41-50,w,8,82,Mischling gross,2011,m,tricolor
3398,103845,51-60,w,3,33,Labrador Retriever,2010,m,schwarz
3399,103847,31-40,w,7,74,West Highland White Terrier,2010,m,weiss
3400,103850,41-50,w,2,21,Australian Shepherd,2013,m,red merle
3401,103850,41-50,w,2,21,Schäfer,2013,w,beige/schwarz
3402,103854,71-80,m,7,74,West Highland White Terrier,2010,m,weiss
3403,103881,81-90,w,10,101,Labrador Retriever,2007,m,schwarz
3404,103885,51-60,w,11,111,Yorkshire Terrier,2014,m,beige/braun/schwarz
3405,103885,51-60,w,11,111,Malteser,2010,w,weiss
3406,103890,61-70,m,6,61,Französische Bulldogge,2013,m,fawn
3407,103892,61-70,w,2,23,Airedale Terrier,2010,m,black/tan
3408,103896,41-50,m,11,111,Papillon,2006,m,braun/weiss
3409,103897,31-40,w,4,42,Cocker Spaniel,2011,w,zobel
3410,103897,31-40,w,4,42,English Cocker Spaniel,2010,w,zobel
3411,103910,61-70,w,7,74,Papillon,2016,w,tricolor
3412,103963,41-50,w,12,122,Zwergpudel,2007,m,schwarz
3413,103974,31-40,w,10,102,Zwergschnauzer,2009,w,grau
3414,103975,61-70,m,2,23,Berner Sennenhund,2010,w,schwarz/braun/weiss
3415,103988,51-60,w,11,111,Foxterrier,2009,m,tricolor
3416,104018,81-90,w,9,92,Chihuahua,2010,w,weiss/braun
3417,104023,21-30,w,3,33,Chihuahua,2010,w,weiss/braun
3418,104037,31-40,w,8,83,Kleinspitz,2008,w,orange
3419,104038,31-40,w,9,92,Malteser,2006,m,weiss
3420,104055,71-80,m,7,71,Golden Retriever,2008,w,blondfarben
3421,104056,31-40,m,10,102,Continental Bulldog,2010,w,rot/weiss
3422,104074,71-80,w,11,119,Schäfer,2010,w,schwarz/beige/grau
3423,104131,41-50,w,8,81,Mischling klein,2001,w,schwarz/weiss
3424,104137,41-50,w,6,63,Flat Coated Retriever,2010,m,schwarz
3425,104137,41-50,w,6,63,Mischling gross,2007,w,weiss/braun
3426,104140,61-70,m,4,41,Appenzeller Sennenhund,2003,m,schwarz/weiss
3427,104214,51-60,m,8,83,Welsh Corgi,2015,m,rot/weiss
3428,104214,51-60,m,8,83,Welsh Corgi,2006,w,tricolor
3429,104222,41-50,w,9,92,Border Terrier,2013,w,red grizzle
3430,104261,41-50,w,11,111,Yorkshire Terrier,2010,m,hellbraun
3431,104262,41-50,m,1,12,Mischling klein,2004,w,schwarz
3432,104269,21-30,w,3,31,Golden Retriever,2006,m,tricolor
3433,104300,51-60,m,7,73,Mischling gross,2010,w,braun
3434,104305,31-40,w,7,72,Zwergdackel,2012,m,schwarz/rot
3435,104305,31-40,w,7,72,English Cocker Spaniel,2010,w,braun schimmel
3436,104319,51-60,w,12,123,Labrador Retriever,2010,w,schwarz
3437,104322,51-60,m,10,101,Mischling gross,2003,w,schwarz/weiss
3438,104405,41-50,w,5,52,Irish Terrier,2004,m,rot
3439,104406,41-50,m,9,92,Cocker Spaniel,2004,w,golden
3440,104427,31-40,w,11,111,Deutscher Pinscher,2010,w,braun/rot
3441,104433,41-50,w,6,63,Bolonka Zwetna,2010,m,schwarz/weiss
3442,104435,31-40,m,10,101,Mops,2007,m,beige/schwarz
3443,104441,41-50,w,2,21,Cocker Spaniel,2010,m,beige
3444,104451,51-60,w,12,123,Yorkshire Terrier,2010,m,black/tan
3445,104470,21-30,w,10,101,Jack Russel Terrier,2015,m,braun/schwarz
3446,104543,71-80,w,7,71,Französische Bulldogge,2010,w,gestromt
3447,104568,71-80,w,7,71,Lhasa Apso,2014,w,schwarz/braun
3448,104641,41-50,w,11,115,Mops,2010,w,beige
3449,104643,51-60,w,9,92,Bolonka Zwetna,2014,w,braun
3450,104643,51-60,w,9,92,Foxterrier,2010,m,tricolor
3451,104651,51-60,w,6,61,Chihuahua,2009,w,schwarz/braun
3452,104651,51-60,w,6,61,Chihuahua,2008,w,black/tan
3453,104656,41-50,w,3,33,Samojede,2010,m,weiss
3454,104688,31-40,w,10,101,Mischling klein,2010,w,braun/schwarz
3455,104705,51-60,w,8,83,Manchester Terrier,2005,m,schwarz
3456,104706,41-50,w,7,72,Cocker Spaniel,2010,w,blondfarben
3457,104714,41-50,w,6,61,Labrador Retriever,2013,w,blondfarben
3458,104715,71-80,w,6,63,Pointer,2009,w,weiss/orange
3459,104733,51-60,m,9,91,Labrador Retriever,2006,m,braun
3460,104733,51-60,m,9,91,Labrador Retriever,2009,m,schwarz
3461,104740,61-70,w,9,92,Tibetan Spaniel,2010,w,sable
3462,104750,61-70,w,10,102,Jack Russel Terrier,2004,m,weiss/braun/schwarz
3463,104764,41-50,m,5,51,Shih Tzu,2008,m,schwarz/weiss
3464,104765,71-80,w,7,74,Dackel,2014,m,grau/beige
3465,104776,61-70,w,10,101,Labradoodle,2016,m,schwarz
3466,104776,61-70,w,10,101,Mischling klein,2009,w,schwarz/braun
3467,104777,31-40,m,11,119,Mops,2010,m,schwarz
3468,104778,31-40,m,11,119,Samojede,2010,m,weiss
3469,104830,51-60,w,9,91,Yorkshire Terrier,2008,w,dunkel gestromt
3470,104860,31-40,w,1,13,Zwergspitz,2005,m,rot
3471,104895,51-60,m,11,111,Jack Russel Terrier,2012,w,weiss
3472,104896,31-40,w,3,31,Yorkshire Terrier,2011,w,schwarz/braun
3473,104896,31-40,w,3,31,Chihuahua,2010,w,schwarz/weiss
3474,104897,31-40,w,10,101,Galgo Español,2008,m,beige
3475,104899,51-60,m,4,41,Dalmatiner,2005,w,weiss/schwarz
3476,104911,71-80,w,9,92,Pekingese,2012,m,beige
3477,104940,31-40,w,3,33,Belgischer Schäfer,2005,m,beige
3478,104943,51-60,w,10,102,Mischling gross,2015,m,weiss/schwarz
3479,104980,41-50,m,12,122,Chihuahua,2013,m,braun
3480,104980,41-50,m,12,122,Pinscher,2015,w,beige
3481,104994,71-80,m,7,74,Beagle,2006,m,tricolor
3482,105001,51-60,m,2,24,Magyar Viszla,2008,m,rehbraun
3483,105007,31-40,m,11,115,Yorkshire Terrier,2006,w,black/tan
3484,105033,51-60,w,3,34,Mischling klein,2003,w,braun
3485,105057,41-50,w,6,61,Zwergschnauzer,2010,m,pfeffer/salz
3486,105066,51-60,w,2,21,Mischling klein,2010,w,braun
3487,105067,31-40,w,6,61,Pudel,2010,w,weiss/braun
3488,105072,71-80,m,7,73,Foxterrier,2010,w,tricolor
3489,105084,31-40,m,9,92,Labrador Retriever,2010,m,braun
3490,105122,31-40,w,10,101,Continental Bulldog,2010,m,braun/rot
3491,105124,31-40,w,4,44,Kerry Blue Terrier,2006,w,schwarz
3492,105126,31-40,w,6,61,Labrador Retriever,2007,w,schwarz
3493,105151,51-60,w,11,111,Labrador Retriever,2010,w,blondfarben
3494,105152,61-70,w,10,101,Mischling klein,2006,m,schwarz/beige
3495,105153,31-40,m,8,82,Chihuahua,2015,w,schwarz/weiss/braun
3496,105153,31-40,m,8,82,Continental Bulldog,2011,m,braun gestromt
3497,105170,31-40,m,11,115,Golden Retriever,2005,m,schwarz/braun
3498,105172,41-50,w,11,119,Golden Retriever,2010,w,golden
3499,105176,51-60,w,8,83,Cairn Terrier,2010,w,creme
3500,105221,31-40,m,11,119,Mops,2010,w,beige/schwarz
3501,105227,51-60,m,11,111,Belgischer Schäfer,2011,m,schwarz
3502,105228,31-40,m,9,92,Terrier,2004,w,braun/beige
3503,105249,41-50,w,3,33,Französische Bulldogge,2010,m,braun gestromt
3504,105254,51-60,w,2,21,Labrador Retriever,2002,w,schwarz
3505,105261,41-50,w,7,71,Tibet Terrier,2002,m,zobel/weiss
3506,105263,51-60,m,2,23,Mischling klein,2010,w,tricolor
3507,105267,21-30,w,12,121,Chihuahua,2010,m,hellbraun
3508,105270,61-70,m,10,101,Dackel,2008,m,saufarben
3509,105273,61-70,m,10,101,West Highland White Terrier,2004,w,weiss
3510,105274,21-30,w,8,81,Yorkshire Terrier,2010,w,schwarz
3511,105279,21-30,w,6,61,Mischling gross,2014,w,beige
3512,105298,61-70,w,11,119,Bolonka Zwetna,2014,m,weiss/schwarz
3513,105312,41-50,w,11,111,Pekingese,2010,w,beige
3514,105327,61-70,m,10,101,Mischling gross,2013,m,schwarz/braun/weiss
3515,105343,51-60,w,11,111,Chihuahua,2015,w,schwarz/weiss
3516,105343,51-60,w,11,111,Chihuahua,2011,w,schwarz/weiss
3517,105343,51-60,w,11,111,Chihuahua,2010,w,braun
3518,105343,51-60,w,11,111,Chihuahua,2010,w,braun/weiss
3519,105347,51-60,w,6,63,Mischling klein,2007,w,schwarz
3520,105372,71-80,w,7,73,Chihuahua,2009,w,tricolor
3521,105384,41-50,w,7,72,Jack Russel Terrier,2004,m,tricolor
3522,105384,41-50,w,7,72,Jack Russel Terrier,2008,m,tricolor
3523,105388,31-40,w,11,115,Border Collie,2010,m,schwarz/weiss
3524,105390,41-50,w,12,123,Malteser,2010,m,weiss
3525,105410,61-70,w,3,31,Shih Tzu,2004,w,beige
3526,105434,41-50,m,7,72,Zwergdackel,2016,w,saufarben
3527,105436,51-60,m,2,21,Samojede,2005,m,weiss
3528,105439,31-40,m,10,101,Cavalier King Charles Spaniel,2014,w,braun/weiss
3529,105446,31-40,m,11,119,Appenzeller Sennenhund,2008,m,schwarz/braun
3530,105449,31-40,m,2,21,Mischling gross,2009,m,braun
3531,105472,31-40,w,3,34,Schäfer,2007,w,braun/schwarz
3532,105472,31-40,w,3,34,Schäfer,2007,w,beige
3533,105482,41-50,m,2,21,Labrador Retriever,2010,m,gelb
3534,105485,31-40,w,7,72,Beagle,2009,w,tricolor
3535,105486,31-40,w,9,91,Whippet,2010,w,grau/weiss
3536,105487,51-60,m,7,72,Labrador Retriever,2010,m,hellbraun
3537,105506,51-60,w,2,23,Grosspudel,2005,m,schwarz
3538,105512,41-50,w,11,111,Border Collie,2014,w,tricolor
3539,105520,31-40,w,11,119,Cocker Spaniel,2010,m,braun
3540,105547,51-60,w,8,83,Dachshund,2010,m,black/tan
3541,105548,41-50,w,6,63,Mischling klein,2010,w,schwarz
3542,105552,31-40,m,7,72,Labrador Retriever,2009,w,schwarz
3543,105554,51-60,w,11,119,Toy Pudel,2010,m,schwarz/weiss
3544,105555,41-50,w,2,23,Barbet,2016,w,braun/weiss
3545,105585,41-50,w,9,92,Chinese Crested,2009,m,schwarz
3546,105585,41-50,w,9,92,Papillon,2014,m,schwarz/weiss
3547,105585,41-50,w,9,92,Papillon,2013,m,schwarz/weiss
3548,105585,41-50,w,9,92,Papillon,2012,w,tricolor
3549,105585,41-50,w,9,92,Chinese Crested,2010,m,weiss
3550,105585,41-50,w,9,92,Papillon,2016,m,weiss/schwarz
3551,105585,41-50,w,9,92,Chinese Crested,2016,m,haarlos
3552,105585,41-50,w,9,92,Zwergspitz,2015,w,schwarz
3553,105585,41-50,w,9,92,Papillon,2008,m,zobel/weiss
3554,105585,41-50,w,9,92,Papillon,2014,m,schwarz/weiss
3555,105585,41-50,w,9,92,Chinese Crested,2008,m,weiss/braun
3556,105585,41-50,w,9,92,Chinese Crested,2010,m,haarlos
3557,105592,51-60,m,3,31,Miniature Australien Shepard,2008,w,tricolor
3558,105592,51-60,m,3,31,Golden Retriever,2007,w,golden
3559,105602,31-40,w,9,92,Border Collie,2010,m,schwarz/weiss
3560,105605,51-60,w,6,61,Pudel,2011,m,schwarz/weiss
3561,105617,31-40,w,5,52,Cocker Spaniel,2008,w,schwarz/braun
3562,105619,31-40,m,2,21,Spaniel,2008,w,rot/weiss
3563,105622,51-60,w,10,101,Flat Coated Retriever,2016,w,schwarz
3564,105626,51-60,m,9,91,Chihuahua,2013,w,grau
3565,105629,31-40,w,6,61,Pekingese,2011,w,braun
3566,105630,41-50,w,6,61,Labradoodle,2010,w,blondfarben
3567,105631,61-70,m,10,102,Lagotto Romagnolo,2011,m,braun
3568,105663,71-80,w,10,101,Havaneser,2014,m,schwarz/weiss
3569,105685,41-50,m,4,42,Labrador Retriever,2005,w,braun
3570,105690,31-40,w,2,24,Beagle,2008,w,schwarz/braun/weiss
3571,105692,61-70,w,8,83,Langhaardackel,2010,m,rotbraun
3572,105717,41-50,w,6,61,Deutscher Schäfer,2015,m,schwarz
3573,105717,41-50,w,6,61,Irish Terrier,2013,w,rot
3574,105743,91-100,w,7,72,Sennenhund,2005,w,tricolor
3575,105759,51-60,w,1,11,Schnauzer,2003,w,schwarz/grau
3576,105761,51-60,m,11,115,Foxterrier,2011,w,weiss/schwarz/braun
3577,105784,51-60,m,9,91,Border Collie,2010,m,tricolor
3578,105870,71-80,w,3,33,Labrador Retriever,2007,w,schwarz
3579,105957,31-40,w,11,119,Parson Jack Russell Terrier,2010,w,tricolor
3580,105957,31-40,w,11,119,Basset Hound,2010,m,tricolor
3581,105966,51-60,m,7,74,Pudel,2010,w,braun
3582,105967,31-40,w,2,21,Jack Russel Terrier,2005,w,schwarz/braun
3583,105975,51-60,w,8,81,Labrador Retriever,2010,m,schwarz
3584,105983,41-50,m,6,61,Chihuahua,2010,m,tricolor
3585,106020,61-70,w,8,83,Mittelpudel,2010,w,silber
3586,106057,61-70,w,9,91,Lhasa Apso,2004,m,weiss
3587,106059,61-70,m,9,92,Mischling klein,2010,m,tricolor
3588,106077,41-50,m,3,34,Shih Tzu,2011,m,tricolor
3589,106079,41-50,m,3,31,Affenpinscher,2007,m,schwarz
3590,106133,51-60,w,7,74,Parson Russell Terrier,2010,m,weiss/braun
3591,106181,71-80,w,10,101,West Highland White Terrier,2011,w,weiss
3592,106193,51-60,m,10,101,Yorkshire Terrier,2010,w,blue/tan
3593,106194,41-50,m,6,63,Lagotto Romagnolo,2011,m,braun/weiss
3594,106194,41-50,m,6,63,Slovensky Cuvac,2014,m,weiss
3595,106226,41-50,w,10,101,Parson Russell Terrier,2008,w,tricolor
3596,106243,31-40,w,8,81,Chihuahua,2008,m,braun
3597,106243,31-40,w,8,81,Chihuahua,2005,m,braun
3598,106280,21-30,w,11,119,Chihuahua,2008,m,weiss/schwarz
3599,106297,31-40,w,10,102,Schäfer,2007,w,schwarz/braun
3600,106313,71-80,w,1,14,Pudel,2015,w,schwarz
3601,106367,81-90,w,7,73,Zwergpudel,2002,w,silber
3602,106375,31-40,w,10,102,Malteser,2010,w,weiss
3603,106388,51-60,w,11,111,Shiba Inu,2011,w,rot
3604,106389,41-50,w,11,115,Löwchen,2010,w,schwarz/braun
3605,106426,41-50,w,3,33,Zwergpinscher,2011,m,schwarz/braun
3606,106477,41-50,m,11,119,Boxer,2010,m,braun/schwarz
3607,106514,51-60,w,8,83,Australian Shepherd,2011,m,blue/merle
3608,106534,21-30,w,3,34,Chihuahua,2011,m,beige/weiss
3609,106537,21-30,w,12,122,Mischling klein,2011,w,beige
3610,106561,41-50,m,10,101,Yorkshire Terrier,2011,m,schwarz/braun
3611,106607,31-40,w,6,61,Boxer,2007,m,gestromt
3612,106655,41-50,w,4,44,Golden Retriever,2011,m,golden
3613,106658,31-40,w,2,21,Kooiker,2011,m,weiss/orange
3614,106666,31-40,w,9,91,Mops,2008,m,schwarz
3615,106705,71-80,w,8,81,Pudel,2010,w,schwarz/weiss
3616,106713,81-90,w,7,74,Katalanischer Schäferhund,2004,m,wildfarbig
3617,106733,51-60,w,2,21,Border Collie,2011,w,tricolor
3618,106762,51-60,w,10,101,Irish Setter,2011,m,mahagoni
3619,106763,31-40,w,11,111,Chihuahua,2011,w,schwarz/braun/weiss
3620,106765,41-50,w,7,74,Golden Retriever,2011,m,golden
3621,106771,51-60,w,2,21,Pumi,2011,w,schwarz
3622,106790,31-40,w,10,101,Pudel,2009,w,schwarz/weiss
3623,106798,31-40,w,5,52,Golden Retriever,2010,m,golden
3624,106826,61-70,w,9,91,Lagotto Romagnolo,2011,m,weiss/braun
3625,106831,31-40,w,9,92,Jack Russel Terrier,2011,w,tricolor
3626,106833,31-40,m,10,102,Münsterländer,2010,w,braun/weiss
3627,106835,31-40,m,10,102,Deutscher Jagdterrier,2012,m,rot/schwarz
3628,106838,41-50,m,9,91,Yorkshire Terrier,2010,w,black/tan
3629,106839,31-40,w,9,91,Papillon,2004,m,weiss/braun
3630,106864,71-80,m,4,42,Mischling klein,2005,w,braun/weiss
3631,106918,51-60,w,7,72,Dackel,2009,w,schwarz
3632,106922,71-80,w,9,92,Chihuahua,2010,m,braun
3633,106931,31-40,m,4,44,Mischling klein,2001,m,braun/beige
3634,106933,51-60,w,3,31,Mischling klein,2010,m,tricolor
3635,106969,31-40,m,9,91,Französische Bulldogge,2011,w,braun schwarz gestromt
3636,106976,51-60,w,7,73,Zwergpudel,2016,m,schwarz
3637,106979,31-40,w,2,21,Mops,2011,m,beige
3638,106980,41-50,w,6,63,Havaneser,2010,w,braun/weiss
3639,106981,51-60,m,12,123,Yorkshire Terrier,2006,w,black/tan
3640,106996,71-80,w,10,101,Mischling klein,2005,m,weiss/braun/schwarz
3641,107005,61-70,w,6,63,Bolonka Zwetna,2011,w,zobel beige
3642,107010,41-50,w,3,34,Mops,2009,w,sandfarbig
3643,107028,31-40,m,4,42,Bergamasker,2004,m,weiss/braun
3644,107030,31-40,w,12,123,Malteser,2011,w,weiss
3645,107082,71-80,w,10,101,Nova Scotia Duck Tolling Retriever,2011,w,weiss/braun
3646,107091,31-40,w,9,92,Zwergpinscher,2002,w,schwarz/braun
3647,107093,31-40,w,5,52,Schäfer,2009,m,schwarz/braun/beige
3648,107104,51-60,m,9,92,Shih Tzu,2011,m,beige/weiss
3649,107105,41-50,m,2,21,Französische Bulldogge,2011,w,weiss/braun
3650,107108,51-60,w,8,83,Mops,2011,w,schwarz
3651,107113,31-40,w,1,14,Jack Russel Terrier,2007,w,weiss/schwarz
3652,107131,41-50,w,3,34,Labrador Retriever,2011,w,schwarz
3653,107158,31-40,m,7,71,Samojede,2011,m,weiss
3654,107302,51-60,m,10,102,Rhodesian Ridgeback,2011,w,weizen
3655,107323,31-40,w,1,13,Französische Bulldogge,2011,w,gestromt
3656,107327,31-40,w,11,115,Golden Retriever,2010,m,schwarz/braun
3657,107338,41-50,w,11,111,Chihuahua,2011,w,weiss/creme
3658,107339,31-40,w,5,51,West Highland White Terrier,2009,m,weiss
3659,107341,31-40,w,11,115,Irish Terrier,2016,w,rot
3660,107378,41-50,m,4,42,Beagle,2009,w,tricolor
3661,107390,61-70,m,8,83,Yorkshire Terrier,2011,m,blue/tan
3662,107392,31-40,w,4,42,Terrier,2010,m,beige
3663,107450,51-60,w,2,21,Labrador Retriever,2011,w,braun
3664,107470,41-50,m,9,92,Cocker Spaniel,2010,m,rot
3665,107493,61-70,w,3,31,Chihuahua,2011,w,gestromt
3666,107493,61-70,w,3,31,Chihuahua,2010,w,braun
3667,107498,51-60,m,3,31,Labrador Retriever,2011,m,golden
3668,107528,31-40,w,5,52,Bolonka Zwetna,2011,w,braun
3669,107537,31-40,w,11,119,Chihuahua,2008,m,rot/weiss
3670,107540,21-30,m,9,92,Schweizer Sennenhund,2012,m,schwarz
3671,107591,41-50,w,3,31,Jack Russel Terrier,2011,m,tricolor
3672,107606,41-50,w,9,91,Zwergpinscher,2006,m,schwarz/braun
3673,107607,31-40,w,9,91,Zwergpinscher,2014,m,schwarz/rot
3674,107607,31-40,w,9,91,Rhodesian Ridgeback,2011,m,red-wheaten
3675,107616,21-30,w,9,92,Mops,2011,m,beige
3676,107620,61-70,w,12,121,Airedale Terrier,2011,m,rot/schwarz
3677,107629,41-50,w,2,23,Mischling klein,2011,m,schwarz/gelb
3678,107636,41-50,w,6,61,Mischling klein,2009,m,creme
3679,107650,31-40,w,11,111,Tibetan Spaniel,2005,m,schwarz
3680,107650,31-40,w,11,111,Labrador Retriever,2010,w,schwarz
3681,107652,61-70,m,6,61,Mischling klein,2010,w,beige
3682,107708,31-40,m,11,119,Terrier,2010,w,schwarz/braun
3683,107752,61-70,w,1,11,Malteser,2013,w,weiss
3684,107775,41-50,m,11,119,Mittelschnauzer,2011,m,schwarz
3685,107776,31-40,w,5,51,Shar Pei,2011,w,schwarz
3686,107794,21-30,w,9,92,Flat Coated Retriever,2010,m,schwarz
3687,107855,31-40,w,12,122,Zwergspitz,2011,w,beige
3688,107860,71-80,m,3,34,West Highland White Terrier,2011,m,weiss
3689,107862,51-60,w,11,111,Yorkshire Terrier,2010,m,steelblue/tan
3690,107869,61-70,w,2,21,Malinois,2010,m,fauve
3691,107870,21-30,w,11,111,Pudel,2015,m,braun/weiss
3692,107870,21-30,w,11,111,Dogo Argentino,2011,w,weiss
3693,107881,21-30,w,10,101,Jack Russel Terrier,2011,m,tricolor
3694,107883,51-60,m,7,74,Labrador Retriever,2010,m,schwarz
3695,107885,31-40,w,7,71,Boxer,2009,w,gelb
3696,107886,41-50,w,10,101,Whippet,2008,w,beige/weiss
3697,107893,41-50,w,11,119,Chihuahua,2010,m,creme
3698,107935,21-30,w,7,72,Labradoodle,2011,m,creme
3699,107940,61-70,m,1,13,Jack Russel Terrier,2011,m,weiss/schwarz
3700,107971,51-60,w,3,33,Labrador Retriever,2011,w,schwarz
3701,107989,31-40,w,7,74,Mischling klein,2011,w,beige
3702,107996,31-40,m,9,91,Pekingese,2011,w,braun
3703,107997,31-40,w,10,101,Chihuahua,2011,w,braun/schwarz
3704,107998,51-60,w,12,123,Yorkshire Terrier,2009,m,black/tan
3705,107999,31-40,w,9,92,Boston Terrier,2009,w,schwarz/weiss
3706,108003,61-70,m,3,34,Galgo,2008,m,braun/weiss
3707,108023,41-50,w,10,101,Chihuahua,2011,w,schwarz/braun/weiss
3708,108034,31-40,w,9,91,Border Collie,2009,w,schwarz/weiss/braun
3709,108042,61-70,w,10,101,Welsh Corgi Pembroke,2011,m,rot/weiss
3710,108060,21-30,w,4,42,Schäfer,2010,m,braun/schwarz
3711,108060,21-30,w,4,42,Appenzeller,2004,m,braun/weiss
3712,108075,31-40,w,2,24,Labrador Retriever,2011,w,blondfarben
3713,108077,41-50,w,2,23,Labrador Retriever,2014,w,hellbraun
3714,108077,41-50,w,2,23,Labrador Retriever,2004,m,beige
3715,108081,41-50,m,3,34,Beagle,2011,w,tricolor
3716,108116,61-70,w,9,91,Malteser,2011,m,weiss
3717,108127,61-70,m,1,13,Chinese Crested,2014,m,tricolor
3718,108135,41-50,w,11,119,Yorkshire Terrier,2011,w,blue/tan
3719,108136,51-60,w,10,101,Katalanischer Schäferhund,2009,w,fauve
3720,108155,31-40,w,3,31,Mischling gross,2011,m,schwarz/weiss
3721,108164,41-50,w,7,71,Mischling klein,2011,w,schwarz/braun/weiss
3722,108168,61-70,w,3,34,Mischling klein,2004,w,braun
3723,108169,51-60,m,9,92,Französische Bulldogge,2011,w,braun meliert
3724,108170,41-50,w,3,31,Jack Russel Terrier,2009,w,schwarz gestromt
3725,108171,31-40,w,10,102,Rauhaar Dackel,2011,m,saufarben
3726,108174,41-50,w,2,24,Königspudel,2012,m,schwarz
3727,108208,31-40,w,6,61,English Cocker Spaniel,2011,m,braun
3728,108210,71-80,w,7,74,Labradoodle,2011,w,beige/weiss
3729,108219,51-60,m,9,92,Labrador Retriever,2011,m,beige
3730,108228,41-50,w,7,74,Chihuahua,2009,w,braun/weiss
3731,108233,41-50,w,7,71,Jack Russel Terrier,2004,w,weiss/braun
3732,108289,41-50,m,9,92,Shiba Inu,2008,m,black/tan
3733,108300,31-40,w,3,31,Tervueren,2010,m,hellbraun/weiss
3734,108314,61-70,w,2,21,Berger des Pyrenées,2011,w,fauve
3735,108326,51-60,w,8,82,Parson Russell Terrier,2014,m,tricolor
3736,108326,51-60,w,8,82,Parson Russell Terrier,2016,w,schwarz/weiss
3737,108326,51-60,w,8,82,Parson Russell Terrier,2011,w,tricolor
3738,108336,51-60,w,10,101,Appenzeller,2008,w,schwarz/braun/weiss
3739,108337,31-40,w,11,111,Elo,2009,w,braun/weiss
3740,108348,31-40,m,7,71,English Cocker Spaniel,2016,m,braun/weiss
3741,108350,51-60,w,11,119,Jagdhund,2011,w,braun
3742,108383,51-60,m,11,111,Pudel,2004,m,schwarz
3743,108391,31-40,w,2,21,Scottish Terrier,2009,m,schwarz
3744,108409,51-60,w,11,111,Appenzeller,2010,m,tricolor
3745,108410,61-70,w,8,81,Cairn Terrier,2006,m,wheaton
3746,108412,51-60,m,7,72,Yorkshire Terrier,2016,m,steelblue/tan
3747,108418,61-70,w,2,21,Chihuahua,2010,w,schwarz/braun
3748,108442,31-40,m,9,91,Mops,2011,m,beige/schwarz
3749,108452,51-60,m,6,61,Englische Bulldogge,2009,m,weiss/braun
3750,108462,31-40,w,6,61,Französische Bulldogge,2011,w,gestromt
3751,108469,31-40,m,3,31,Shiba Inu,2011,m,rot
3752,108506,31-40,m,7,72,Mischling klein,2013,m,tricolor
3753,108507,61-70,w,9,92,Mischling klein,2010,w,rot
3754,108514,51-60,m,9,91,Foxterrier,2011,m,tricolor
3755,108560,41-50,m,5,51,Lagotto Romagnolo,2015,m,weiss/orange
3756,108575,41-50,w,6,61,Collie,2011,w,tricolor
3757,108586,41-50,w,11,111,Bichon frisé,2011,w,weiss
3758,108592,31-40,w,11,115,Pinscher,2010,w,rot
3759,108599,51-60,m,4,42,Mischling gross,2010,w,weiss/schwarz
3760,108607,41-50,w,12,121,Deutscher Grossspitz,2011,m,weiss
3761,108607,41-50,w,12,121,Deutscher Grossspitz,2011,w,weiss
3762,108608,71-80,w,10,101,Zwergpudel,2011,m,schwarz
3763,108641,71-80,w,11,111,Mops,2011,m,schwarz
3764,108666,51-60,m,11,111,Pinscher,2011,m,black/tan
3765,108722,21-30,w,11,115,Zwergspitz,2011,w,weiss
3766,108724,51-60,w,3,33,Pinscher,2011,w,schwarz
3767,108769,61-70,m,3,31,Welsh Terrier,2010,w,black/tan
3768,108830,51-60,m,6,61,Labrador Retriever,2010,m,schwarz
3769,108831,21-30,w,2,24,Mischling gross,2008,w,schwarz
3770,108833,51-60,w,3,34,Yorkshire Terrier,2011,m,black/tan
3771,108834,71-80,w,3,33,Malteser,2011,w,schwarz/weiss
3772,108845,51-60,w,6,61,Border Collie,2010,m,schwarz/weiss
3773,108873,41-50,w,9,92,Pudel,2010,m,schwarz/weiss
3774,109007,51-60,m,8,82,Yorkshire Terrier,2004,m,schwarz/braun
3775,109129,31-40,w,2,21,Australian Cattle Dog,2011,w,grau/weiss/braun
3776,109138,51-60,m,4,41,Labrador Retriever,2011,w,schwarz
3777,109142,61-70,m,10,101,Zwergpudel,2011,m,black/tan
3778,109150,51-60,w,11,119,Nova Scotia Duck Tolling Retriever,2016,w,rot/weiss
3779,109151,21-30,w,8,83,Jack Russel Terrier,2009,w,tricolor
3780,109153,41-50,m,8,81,Mischling klein,2008,m,schwarz/weiss
3781,109156,51-60,m,2,21,Deutscher Schäfer,2011,w,grau
3782,109173,41-50,m,9,92,Yorkshire Terrier,2008,m,schwarz/braun
3783,109174,51-60,w,7,74,Labrador Retriever,2011,w,braun
3784,109174,51-60,w,7,74,Labrador Retriever,2014,w,braun
3785,109177,31-40,w,7,73,Kooiker,2011,m,weiss/orange
3786,109185,51-60,w,7,71,Mischling gross,2011,m,braun
